0	0	-2314.02573255424613	0
1	0	612.03926349630683	0
1	1	1270.11951552509663	801.491647896338463
2	0	582.030999313193547	0
2	1	697.662186376829254	573.510951468052099
2	2	788.685118008894051	216.984381941111764
3	0	-168.044164598903507	0
3	1	-328.682421514023076	213.444045546248901
3	2	933.661095830887689	-979.19468662113411
3	3	271.81273107859613	1107.34894976338046
4	0	354.351451702464601	0
4	1	-431.882791265496905	-458.766558022611321
4	2	747.245902511843042	-154.887732612232924
4	3	690.47094220000622	-269.837267507399815
4	4	128.768001201296642	-899.274365020600271
5	0	-540.994543179100219	0
5	1	-82.7944308621664504	-160.521774735184579
5	2	-0.102524585131092041	319.917391894592015
5	3	254.923989298994485	95.0286254954286278
5	4	-1103.45439892197146	140.867359971080504
5	5	-48.7597444928509844	503.183466715239263
6	0	239.093573662400303	0
6	1	76.8812188470645452	-329.328995402235364
6	2	-74.005767589123991	344.488677393659941
6	3	148.607511368755269	331.839405699049394
6	4	-467.438119277891303	339.801722004619364
6	5	-197.230182848094557	-400.474421634394275
6	6	-67.8026754190943848	-90.4414718656870775
7	0	-372.878156269543581	0
7	1	37.5972456745003143	380.153451257853646
7	2	-401.52148560405243	16.3085082971273181
7	3	-125.773674466337724	32.2468743715988282
7	4	486.010313513460289	-32.658275228040722
7	5	-6.61101027577377565	44.1433879963576885
7	6	58.0770101235711635	230.2030318799101
7	7	60.452967918681658	-254.735661696049192
8	0	-23.8196195720040436	0
8	1	119.971663355729802	-156.468812962135445
8	2	-186.505981601945734	67.8632736479796108
8	3	-56.461091707505922	142.789916880802679
8	4	7.84849107816397851	-156.675287161679961
8	5	-158.803890260702417	-99.7375386129211847
8	6	-132.479435076398829	-145.811636686427761
8	7	333.733701653133949	50.0503429919879537
8	8	232.026164365629654	191.647840236849561
9	0	-336.873837277658083	0
9	1	271.583823940013929	41.5559903522587035
9	2	27.9562522006282812	28.7006221525491512
9	3	-137.046815367154835	32.1200845787172753
9	4	-139.469921831040296	32.0967176904419773
9	5	183.246246868855621	180.710227415439675
9	6	-45.1391962487847067	-387.279755318777347
9	7	-98.309622409154187	-201.10647049242823
9	8	-245.79149031029533	-186.437671444048476
9	9	-44.1124408013112657	-255.437398265907063
10	0	-81.623837246920715	0
10	1	105.563738973658829	-40.2149811349146376
10	2	361.739350595530823	100.822370131848032
10	3	-195.833467114502128	-162.944252526276586
10	4	272.164058435881827	-42.683759898795266
10	5	-46.2633921151308982	54.3566335511520791
10	6	-262.421826403981242	200.104171844869057
10	7	-110.670612168216792	202.686526776911933
10	8	-157.950217530922004	226.093852341833411
10	9	225.053765041505301	30.9557578149416948
10	10	-242.191249828644487	-39.787782089150852
